surface_source,source_file,location_kind,object_id,line,row_index,column,number_text,numeric_value,context,source_layer,mapping_status,candidate_sources
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,21,,,2026,2026.0,"EU fiscal surveillance evaluates member states' fiscal plans by applying legal rules, numerical indicators, medium-term adjustment trajectories, and model-based assessments within the Stability and Growth Pact and the European Semester. This framework establishes the institutional context through which the European Com",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,21,,,2026,2026.0,"EU fiscal surveillance evaluates member states' fiscal plans by applying legal rules, numerical indicators, medium-term adjustment trajectories, and model-based assessments within the Stability and Growth Pact and the European Semester. This framework establishes the institutional context through which the European Com",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,21,,,2024,2024.0,"EU fiscal surveillance evaluates member states' fiscal plans by applying legal rules, numerical indicators, medium-term adjustment trajectories, and model-based assessments within the Stability and Growth Pact and the European Semester. This framework establishes the institutional context through which the European Com",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,23,,,2020,2020.0,"The institutional significance of the Commission's framework arises from its surveillance role. Structural balances, potential output, output gaps, projected debt paths, interest rate assumptions, growth forecasts, and fiscal multipliers are all model-dependent. When integrated into the surveillance model, adjustments ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,25,,,2025,2025.0,"The Debt Sustainability Monitor 2025 outlines the Commission's medium-term projection methodology, which integrates Commission forecasts with assumptions regarding potential growth, output gap convergence, structural primary balances, inflation, interest payments, ageing-related expenditures, stock-flow adjustments, de",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,25,,,2026,2026.0,"The Debt Sustainability Monitor 2025 outlines the Commission's medium-term projection methodology, which integrates Commission forecasts with assumptions regarding potential growth, output gap convergence, structural primary balances, inflation, interest payments, ageing-related expenditures, stock-flow adjustments, de",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,27,,,2019,2019.0,"The excessive deficit procedure carries institutional authority because non-compliance can initiate Council recommendations, assessments of effective action, revised fiscal adjustment trajectories, intensified monitoring, and possible escalations under the corrective arm. Euro area member states face additional legal p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,27,,,2026,2026.0,"The excessive deficit procedure carries institutional authority because non-compliance can initiate Council recommendations, assessments of effective action, revised fiscal adjustment trajectories, intensified monitoring, and possible escalations under the corrective arm. Euro area member states face additional legal p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,27,,,2024,2024.0,"The excessive deficit procedure carries institutional authority because non-compliance can initiate Council recommendations, assessments of effective action, revised fiscal adjustment trajectories, intensified monitoring, and possible escalations under the corrective arm. Euro area member states face additional legal p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,27,,,2025,2025.0,"The excessive deficit procedure carries institutional authority because non-compliance can initiate Council recommendations, assessments of effective action, revised fiscal adjustment trajectories, intensified monitoring, and possible escalations under the corrective arm. Euro area member states face additional legal p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,29,,,55.1 percent,55.1,"The baseline drawn from the Debt Sustainability Monitor is embedded within the Commission surveillance framework. Local projections treat this baseline as an externally determined reference path without re-estimating it. The path uses the Commission forecast round and assumptions on potential growth, output gap closure",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,29,,,2024,2024.0,"The baseline drawn from the Debt Sustainability Monitor is embedded within the Commission surveillance framework. Local projections treat this baseline as an externally determined reference path without re-estimating it. The path uses the Commission forecast round and assumptions on potential growth, output gap closure",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,29,,,106.8 percent,106.8,"The baseline drawn from the Debt Sustainability Monitor is embedded within the Commission surveillance framework. Local projections treat this baseline as an externally determined reference path without re-estimating it. The path uses the Commission forecast round and assumptions on potential growth, output gap closure",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,29,,,2036,2036.0,"The baseline drawn from the Debt Sustainability Monitor is embedded within the Commission surveillance framework. Local projections treat this baseline as an externally determined reference path without re-estimating it. The path uses the Commission forecast round and assumptions on potential growth, output gap closure",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,29,,,60 percent,60.0,"The baseline drawn from the Debt Sustainability Monitor is embedded within the Commission surveillance framework. Local projections treat this baseline as an externally determined reference path without re-estimating it. The path uses the Commission forecast round and assumptions on potential growth, output gap closure",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,29,,,-10 percent,-10.0,"The baseline drawn from the Debt Sustainability Monitor is embedded within the Commission surveillance framework. Local projections treat this baseline as an externally determined reference path without re-estimating it. The path uses the Commission forecast round and assumptions on potential growth, output gap closure",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,29,,,-3.9 percent,-3.9,"The baseline drawn from the Debt Sustainability Monitor is embedded within the Commission surveillance framework. Local projections treat this baseline as an externally determined reference path without re-estimating it. The path uses the Commission forecast round and assumptions on potential growth, output gap closure",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,figure_cross_reference_or_caption_text,,31,,,1997,1997.0,"These endpoint assumptions warrant methodological caution. Debt sustainability analysis performs accounting work, deriving outcomes from assumptions on growth, interest, inflation, output gap closure, stock flow adjustments, and primary balances. Within EU surveillance, these assumptions can effectively function as pol",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,figure_cross_reference_or_caption_text,,31,,,2009,2009.0,"These endpoint assumptions warrant methodological caution. Debt sustainability analysis performs accounting work, deriving outcomes from assumptions on growth, interest, inflation, output gap closure, stock flow adjustments, and primary balances. Within EU surveillance, these assumptions can effectively function as pol",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,figure_cross_reference_or_caption_text,,31,,,2026,2026.0,"These endpoint assumptions warrant methodological caution. Debt sustainability analysis performs accounting work, deriving outcomes from assumptions on growth, interest, inflation, output gap closure, stock flow adjustments, and primary balances. Within EU surveillance, these assumptions can effectively function as pol",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,figure_cross_reference_or_caption_text,,31,,,1,1.0,"These endpoint assumptions warrant methodological caution. Debt sustainability analysis performs accounting work, deriving outcomes from assumptions on growth, interest, inflation, output gap closure, stock flow adjustments, and primary balances. Within EU surveillance, these assumptions can effectively function as pol",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,heading_or_section_number,,35,,,1.2,1.2,## 1.2 Critical assumptions in debt projections and consolidation evidence,structural_identifier,no_empirical_source_required,
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,39,,,2010,2010.0,"Dependence on critical assumptions extends beyond the Commission framework. Reinhart and Rogoff (2010) provided influential empirical evidence associating elevated public debt with lower growth rates. Subsequent replication studies and threshold analyses, however, revealed substantial sensitivity of these findings to m",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,39,,,2013,2013.0,"Dependence on critical assumptions extends beyond the Commission framework. Reinhart and Rogoff (2010) provided influential empirical evidence associating elevated public debt with lower growth rates. Subsequent replication studies and threshold analyses, however, revealed substantial sensitivity of these findings to m",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,39,,,2014,2014.0,"Dependence on critical assumptions extends beyond the Commission framework. Reinhart and Rogoff (2010) provided influential empirical evidence associating elevated public debt with lower growth rates. Subsequent replication studies and threshold analyses, however, revealed substantial sensitivity of these findings to m",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,39,,,2013,2013.0,"Dependence on critical assumptions extends beyond the Commission framework. Reinhart and Rogoff (2010) provided influential empirical evidence associating elevated public debt with lower growth rates. Subsequent replication studies and threshold analyses, however, revealed substantial sensitivity of these findings to m",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,39,,,2013,2013.0,"Dependence on critical assumptions extends beyond the Commission framework. Reinhart and Rogoff (2010) provided influential empirical evidence associating elevated public debt with lower growth rates. Subsequent replication studies and threshold analyses, however, revealed substantial sensitivity of these findings to m",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,39,,,2021,2021.0,"Dependence on critical assumptions extends beyond the Commission framework. Reinhart and Rogoff (2010) provided influential empirical evidence associating elevated public debt with lower growth rates. Subsequent replication studies and threshold analyses, however, revealed substantial sensitivity of these findings to m",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,41,,,2013,2013.0,"This debate surrounding debt thresholds introduces an initial caveat: causal inferences drawn from observed correlations between debt and growth remain highly sensitive to choices concerning data handling, functional specification, sample composition, and reverse causality assumptions. When considered together with evi",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,41,,,2014,2014.0,"This debate surrounding debt thresholds introduces an initial caveat: causal inferences drawn from observed correlations between debt and growth remain highly sensitive to choices concerning data handling, functional specification, sample composition, and reverse causality assumptions. When considered together with evi",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,41,,,2013,2013.0,"This debate surrounding debt thresholds introduces an initial caveat: causal inferences drawn from observed correlations between debt and growth remain highly sensitive to choices concerning data handling, functional specification, sample composition, and reverse causality assumptions. When considered together with evi",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,41,,,2013,2013.0,"This debate surrounding debt thresholds introduces an initial caveat: causal inferences drawn from observed correlations between debt and growth remain highly sensitive to choices concerning data handling, functional specification, sample composition, and reverse causality assumptions. When considered together with evi",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,41,,,2021,2021.0,"This debate surrounding debt thresholds introduces an initial caveat: causal inferences drawn from observed correlations between debt and growth remain highly sensitive to choices concerning data handling, functional specification, sample composition, and reverse causality assumptions. When considered together with evi",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,43,,,2015,2015.0,"A similar evidentiary issue arises in literature addressing expenditure-based consolidations. Alesina, Favero and Giavazzi (2015) constructed multi-year fiscal adjustment plans, categorized each plan by its predominant tax or spending composition, and interpreted subsequent macroeconomic outcomes as indicative of the r",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,43,,,2013,2013.0,"A similar evidentiary issue arises in literature addressing expenditure-based consolidations. Alesina, Favero and Giavazzi (2015) constructed multi-year fiscal adjustment plans, categorized each plan by its predominant tax or spending composition, and interpreted subsequent macroeconomic outcomes as indicative of the r",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,45,,,2014,2014.0,"The first limitation concerns plan endogeneity. Consolidation plans do not represent genuine policy shocks; rather, they typically arise under conditions characterized by elevated debt stress, unfavorable market circumstances, sluggish economic growth, or external constraints. Consequently, treatment status correlates ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,45,,,2016,2016.0,"The first limitation concerns plan endogeneity. Consolidation plans do not represent genuine policy shocks; rather, they typically arise under conditions characterized by elevated debt stress, unfavorable market circumstances, sluggish economic growth, or external constraints. Consequently, treatment status correlates ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,45,,,2019,2019.0,"The first limitation concerns plan endogeneity. Consolidation plans do not represent genuine policy shocks; rather, they typically arise under conditions characterized by elevated debt stress, unfavorable market circumstances, sluggish economic growth, or external constraints. Consequently, treatment status correlates ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,47,,,2015,2015.0,"The second limitation concerns aggregation. Alesina, Favero and Giavazzi's plan-level treatment categorizes multi-year consolidation plans by their predominant tax or expenditure components. While this categorization is useful for broadly comparing adjustment styles, it is not designed to isolate the effects of specifi",other_manuscript_number,line_level_source_mapping_required,
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,47,,,2019,2019.0,"The second limitation concerns aggregation. Alesina, Favero and Giavazzi's plan-level treatment categorizes multi-year consolidation plans by their predominant tax or expenditure components. While this categorization is useful for broadly comparing adjustment styles, it is not designed to isolate the effects of specifi",other_manuscript_number,line_level_source_mapping_required,
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,47,,,2021,2021.0,"The second limitation concerns aggregation. Alesina, Favero and Giavazzi's plan-level treatment categorizes multi-year consolidation plans by their predominant tax or expenditure components. While this categorization is useful for broadly comparing adjustment styles, it is not designed to isolate the effects of specifi",other_manuscript_number,line_level_source_mapping_required,
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,49,,,2013,2013.0,"The third weakness concerns persistence in the output response and its feedback into debt dynamics. Blanchard and Leigh (2013) show that European consolidation episodes produced systematic growth forecast errors consistent with underestimated fiscal multipliers. DeLong and Summers (2012), Fatas and Summers (2018), and ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,49,,,2012,2012.0,"The third weakness concerns persistence in the output response and its feedback into debt dynamics. Blanchard and Leigh (2013) show that European consolidation episodes produced systematic growth forecast errors consistent with underestimated fiscal multipliers. DeLong and Summers (2012), Fatas and Summers (2018), and ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,49,,,2018,2018.0,"The third weakness concerns persistence in the output response and its feedback into debt dynamics. Blanchard and Leigh (2013) show that European consolidation episodes produced systematic growth forecast errors consistent with underestimated fiscal multipliers. DeLong and Summers (2012), Fatas and Summers (2018), and ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,49,,,2019,2019.0,"The third weakness concerns persistence in the output response and its feedback into debt dynamics. Blanchard and Leigh (2013) show that European consolidation episodes produced systematic growth forecast errors consistent with underestimated fiscal multipliers. DeLong and Summers (2012), Fatas and Summers (2018), and ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,49,,,2015,2015.0,"The third weakness concerns persistence in the output response and its feedback into debt dynamics. Blanchard and Leigh (2013) show that European consolidation episodes produced systematic growth forecast errors consistent with underestimated fiscal multipliers. DeLong and Summers (2012), Fatas and Summers (2018), and ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,49,,,2024,2024.0,"The third weakness concerns persistence in the output response and its feedback into debt dynamics. Blanchard and Leigh (2013) show that European consolidation episodes produced systematic growth forecast errors consistent with underestimated fiscal multipliers. DeLong and Summers (2012), Fatas and Summers (2018), and ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,51,,,2022,2022.0,"For Poland, these methodological implications enter a concrete surveillance setting through distinct EU fiscal surveillance mechanisms. The medium term fiscal structural plan establishes a net expenditure path, with implementation monitored through annual progress reports. Deficit correction also operates through an ex",other_manuscript_number,line_level_source_mapping_required,
manuscript_qmd,manuscript_imrad.qmd,heading_or_section_number,,53,,,1.3,1.3,## 1.3 Fiscal multipliers and instrument composition,structural_identifier,no_empirical_source_required,
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,55,,,2012,2012.0,"Public investment is the instrument specific focus of this paper. Higher public investment raises current demand, supports public capital formation, and expands future productive capacity. Consolidation through public investment cuts mechanically improves the primary balance, but it also lowers output and reduces the p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,55,,,2015,2015.0,"Public investment is the instrument specific focus of this paper. Higher public investment raises current demand, supports public capital formation, and expands future productive capacity. Consolidation through public investment cuts mechanically improves the primary balance, but it also lowers output and reduces the p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,55,,,2006,2006.0,"Public investment is the instrument specific focus of this paper. Higher public investment raises current demand, supports public capital formation, and expands future productive capacity. Consolidation through public investment cuts mechanically improves the primary balance, but it also lowers output and reduces the p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,55,,,2011,2011.0,"Public investment is the instrument specific focus of this paper. Higher public investment raises current demand, supports public capital formation, and expands future productive capacity. Consolidation through public investment cuts mechanically improves the primary balance, but it also lowers output and reduces the p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,55,,,2020,2020.0,"Public investment is the instrument specific focus of this paper. Higher public investment raises current demand, supports public capital formation, and expands future productive capacity. Consolidation through public investment cuts mechanically improves the primary balance, but it also lowers output and reduces the p",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,57,,,2025,2025.0,"The Commission's Debt Sustainability Monitor 2025 uses a common fiscal multiplier of 0.6 in the relevant fiscal policy scenarios. A 1 percentage point improvement in the structural primary balance reduces actual GDP growth by 0.6 percentage points in the same year, while potential growth is assumed to remain unchanged ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,57,,,0.6,0.6,"The Commission's Debt Sustainability Monitor 2025 uses a common fiscal multiplier of 0.6 in the relevant fiscal policy scenarios. A 1 percentage point improvement in the structural primary balance reduces actual GDP growth by 0.6 percentage points in the same year, while potential growth is assumed to remain unchanged ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,57,,,1 percent,1.0,"The Commission's Debt Sustainability Monitor 2025 uses a common fiscal multiplier of 0.6 in the relevant fiscal policy scenarios. A 1 percentage point improvement in the structural primary balance reduces actual GDP growth by 0.6 percentage points in the same year, while potential growth is assumed to remain unchanged ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,57,,,0.6 percent,0.6,"The Commission's Debt Sustainability Monitor 2025 uses a common fiscal multiplier of 0.6 in the relevant fiscal policy scenarios. A 1 percentage point improvement in the structural primary balance reduces actual GDP growth by 0.6 percentage points in the same year, while potential growth is assumed to remain unchanged ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,57,,,2026,2026.0,"The Commission's Debt Sustainability Monitor 2025 uses a common fiscal multiplier of 0.6 in the relevant fiscal policy scenarios. A 1 percentage point improvement in the structural primary balance reduces actual GDP growth by 0.6 percentage points in the same year, while potential growth is assumed to remain unchanged ",substantive_manuscript_claim,line_level_source_mapping_required,paper_number_ledger_r788.csv
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,59,,,2013,2013.0,"This instrument specific question requires more than a common multiplier. Public investment, public consumption, transfers, and taxes have different dynamic effects. Multipliers vary by openness, exchange rate regime, public capital stock, fiscal position, monetary accommodation, and horizon (Ilzetzki, Mendoza and Vegh",other_manuscript_number,line_level_source_mapping_required,
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,59,,,2018,2018.0,"This instrument specific question requires more than a common multiplier. Public investment, public consumption, transfers, and taxes have different dynamic effects. Multipliers vary by openness, exchange rate regime, public capital stock, fiscal position, monetary accommodation, and horizon (Ilzetzki, Mendoza and Vegh",other_manuscript_number,line_level_source_mapping_required,
manuscript_qmd,manuscript_imrad.qmd,manuscript_text,,59,,,2023,2023.0,"This instrument specific question requires more than a common multiplier. Public investment, public consumption, transfers, and taxes have different dynamic effects. Multipliers vary by openness, exchange rate regime, public capital stock, fiscal position, monetary accommodation, and horizon (Ilzetzki, Mendoza and Vegh",other_manuscript_number,line_level_source_mapping_required,
