source_file,line,context,number_count,action_classes,source_statuses,candidate_source_keys,requires_article_change
manuscript_imrad.qmd,79,"| Ciaffi, Deleidi and Capriati (2024) | Government spending in OECD countries; linear and high public debt states | Linear model: impact 0.72, five year 0.87; high debt cases: impact 0.64 to 0.80, five year 1.51 to 1.56. |",7,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,80,| Gechert and Will (2012) | Meta regression by fiscal instrument | Reported means: general public spending 1.0; public investment 1.2; transfers 0.4; taxes 0.6. |,5,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,81,| Saccone (2022) | Public investment in European countries | Total public investment: 0.979 on impact and 2.056 at horizon 6; economic affairs investment: 0.859 on impact and 2.336 at horizon 6. |,7,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,92,"The public investment shock is identified before the local projection regressions are estimated, because a change in public investment is not automatically a policy shock. Public investment growth may reflect current activity, common funding cycles, interest rate conditions, project completion, or planned procurement r",5,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,94,"The first step estimates a system containing public investment growth, public consumption growth, output growth, and the short term interest rate. Public investment is ordered first in the recursive timing structure, following the fiscal shock literature that treats public investment as relatively predetermined within ",2,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,101,"+\gamma_h s^{GC}_{i,t}+\Gamma_h' W_{i,t-1}+u^h_{i,t+h}.",1,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,111,"+\theta_h'(s^{GI}_{i,t}\otimes z_{i,t-1})+\delta_h' z_{i,t-1}",2,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,112,"+\gamma_h s^{GC}_{i,t}+\Gamma_h' W_{i,t-1}+u^h_{i,t+h}.",1,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,121,"Several limitations follow from this design. Local projections are flexible and transparent, but the exogenous variation comes from the recursively identified fiscal shocks and therefore depends on the maintained timing restriction. Local projections may also deliver less smooth or less efficient response estimates tha",4,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,125,"This section defines the country characteristics that condition the propagation of fiscal shocks within the EU27 panel. The four structural state variables are investment import content, public debt, household balance-sheet fragility, and real PPP income level. Each variable is defined before estimation, linked to a sp",4,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,127,"In the regression framework, a state variable is a predetermined country characteristic that interacts with fiscal shocks and summarises the setting in which fiscal transmission occurs. It is recorded before the shock year and is not part of the response trajectory after the shock. This distinction follows Cloyne, Jord",6,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,129,"The operational definitions are standardised before Section 2.3 evaluates subsets of the candidate universe. Table 2a reports each variable's measurement, observation count, standardisation moments, and Poland's value before and after standardisation. The TiVA input uses official OECD data through 2022 and does not fab",7,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,137,| Investment import content | One minus OECD TiVA domestic value added share of gross fixed capital formation | 513 | Official TiVA through 2022; Poland profile uses the latest official TiVA value |,2,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,138,"| Public debt | Maastricht gross debt, percent of GDP | 594 | Eurostat through 2025 |",2,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,139,| Household balance-sheet fragility | Negative household net financial worth divided by GDP | 593 | Eurostat through 2025 where available; Ireland lacks the 2025 financial-account input |,3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,140,| Real PPP income level | Log real GDP per capita in 2020 PPS terms | 594 | Eurostat through 2025 |,3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,148,| Investment import content | 0.429 | 0.101 | 0.413 | -0.161 |,4,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,149,| Public debt | 62.658 | 36.311 | 59.700 | -0.081 |,4,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,150,| Household balance-sheet fragility | -1.138 | 0.598 | -0.793 | 0.576 |,4,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,151,| Real PPP income level | 10.237 | 0.380 | 10.265 | 0.074 |,4,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,153,Investment import content enters because an investment shock raises domestic output only to the extent that expenditure is met by domestic value added rather than imports. The measure uses the OECD TiVA domestic value added share of gross fixed capital formation; import content is one minus that share. A higher value t,2,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,155,"Public debt enters as a fiscal-position state. The multiplier literature treats initial fiscal positions as relevant for transmission because they affect sovereign risk premia, borrowing costs across the economy, exchange-rate dynamics, and constraints from fiscal rules. Ilzetzki, Mendoza and Vegh (2013) identify publi",4,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,157,"Public debt is measured as Maastricht general government gross debt relative to GDP. The Maastricht debt ratio is used here only as a pre-shock fiscal-position state. This conditioning state can shape fiscal transmission through risk premia, interest rate and growth dynamics, exchange-rate conditions, domestic and EU f",6,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,159,"Household balance-sheet fragility is measured from financial accounts as the negative of household financial assets net of liabilities, divided by GDP. Non-financial assets, including housing, are excluded from the numerator, and the measure is transformed so that higher values mean weaker household net financial worth",3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,161,"Real PPP income level is defined as the logarithm of real GDP per capita, expressed in 2020 purchasing power standard terms. Its role is to capture heterogeneity in development levels, including differences in income levels, market structures, relative-price environments, and broader macroeconomic conditions. Ilzetzki,",3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,163,"The analysis is confined to these four variables because multidimensional state dependence raises problems of conceptual clarity and empirical discipline. Cloyne, Jorda and Taylor (2023) show that reliance on a single state-dependence dimension may obscure complexity arising from interactions among multiple state varia",2,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,165,"Unemployment and the output gap belong to the cyclical state-dependence literature rather than to the slower moving structural conditioning variables used here. Auerbach and Gorodnichenko (2012, 2013) and Ramey and Zubairy (2018) study fiscal multiplier differences between slack and expansion states, which informs a di",4,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,167,"Section 2.2 therefore establishes the candidate universe of state variables. The analysis then evaluates non-empty combinations of the four variables under criteria fixed before the response analysis. The four variable set remains fixed, preserving the distinction between structural state definition, subset selection, ",2,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,171,"Section 2.2 limited the conditioning universe to four state variables: investment import content, public debt, household balance-sheet fragility, and real PPP income level. These four variables imply fifteen non-empty candidate subsets. The subsets are evaluated before the response analysis reported in Section 3. The d",4,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,173,"The design reflects a tension in state dependent local projections. Omitting relevant state dimensions can confound the interpretation of interaction terms, while adding interactions can weaken support, produce unstable estimates, or place excessive weight on a small number of country observations (Cloyne, Jorda and Ta",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,175,"The numerical diagnostics document the realised rank of the local projection regressor matrix at the diagnostic horizon, the condition number, and the maximum absolute correlation among included state variables. Rank deficiency would remove unique identification for the regression coefficients of interest at the diagno",1,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,177,Support diagnostics describe where Poland's evaluated state values sit within the EU27 panel. The reported values are Poland's maximum absolute standardised state value and the support p value for the candidate subset. The guiding principle is that conditional inference becomes fragile when the target lies in a weakly ,2,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,179,Eight candidate subsets meet all reported diagnostic criteria. The main scenario carries the 3 one-state Polish evaluations because each maps to a single economic channel. The multi-state diagnostic passes (Import content + balance-sheet fragility; Import content + public debt + balance-sheet fragility; Import content ,2,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,187,| Investment import content | Investment import content | 0.002 | -0.161 |,2,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,188,| Household balance-sheet fragility | Household balance-sheet fragility | 0.003 | 0.576 |,2,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,189,| Public debt | Public debt | 0.080 | -0.081 |,2,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,193,"Appendix A reports the state variable definitions and the full fifteen subset disclosure. Real PPP income level belongs to the conditioning universe, but the single-variable real PPP income candidate does not pass the output-interaction criterion. Multi-state combinations that pass the diagnostic screen remain disclose",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,199,"The results section first reports cumulative output responses to public investment, because the debt exercise in Section 4 uses the estimated output paths as inputs.",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,201,"For each horizon $h$, $K_Y(h)$ denotes the cumulative real GDP response through horizon $h$ to the identified public investment shock. The corresponding $K_G(h)$ denotes the cumulative movement in public investment spending generated by the same shock. This distinction matters because Section 4 states the scenario as a",6,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,207,| Path | Evaluation basis | $K_Y(8)$ | $K_G(8)$ | $K_Y(8)/K_G(8)$ | Role |,4,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,209,"| EU27 benchmark | Fixed effects panel, no state interactions | 2.23 | 0.78 | 2.87 | EU27 reference |",3,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,210,| Investment import content | Poland's TiVA investment import content profile | 1.80 | 0.73 | 2.47 | Import leakage evaluation |,3,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,211,| Household balance-sheet fragility | Poland's financial accounts balance sheet profile | 2.24 | 0.77 | 2.91 | Household balance sheet evaluation |,3,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,212,| Public debt | Poland's Maastricht public debt profile | 1.78 | 0.75 | 2.37 | Fiscal position evaluation |,3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,213,| Equal weight average | Arithmetic average of the three one-state Polish paths | 1.94 | 0.75 | 2.59 | Section 4 summary path |,4,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,215,Notes: The output and spending responses are cumulative response units under the public investment shock normalization. Positive output values mean output above the no shock path. The ratio divides the eighth year cumulative output response by the eighth year cumulative spending response. Rounded ratios correspond to A,1,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,217,"The EU27 panel benchmark gives an eighth year cumulative output response of 2.23. This is the panel average response after conditioning on country and year fixed effects and the lagged controls in the linear specification. Because the linear specification imposes a common slope on the public investment shock, the estim",1,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,219,"The investment import content Polish evaluation gives an eighth year cumulative output response of 1.80. Poland's evaluated import content value is close to, and slightly below, the EU27 panel mean: the raw Polish value is 0.413, compared with an EU27 mean of 0.429, giving a standardised value of -0.161. There is no si",8,add_non_model_source_ledger_entry|rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth|source_ledger_required,non_model_literature_source_ledger_required|paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,221,"The household balance-sheet-fragility Polish evaluation gives an eighth year cumulative output response of 2.24. In this specification, Poland is evaluated through the household sector's net financial balance sheet position rather than through a direct credit flow measure. The state captures a financial accounts balanc",3,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,223,"The public debt Polish evaluation gives an eighth year cumulative output response of 1.78. Here the conditioning state is the pre-shock Maastricht public debt ratio. Poland's evaluated public debt state is slightly below the EU27 mean, with a standardised value of -0.081. This path captures heterogeneity by fiscal posi",3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,225,"The equal weight average across the three one-state Polish evaluations is 1.94 in the eighth year. It reports the midpoint across the investment import content, household balance-sheet, and public-debt paths used in the debt application.",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,229,"Section 3.1 reported eighth year cumulative output responses for the EU27 panel benchmark, the three one-state Polish evaluations, and their equal weight average. Those values are endpoints of full cumulative response paths. This subsection follows $K_Y(h)$, the cumulative output response at horizon $h$, from impact th",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,231,"Figure 2 plots the full sequence. At each horizon, $K_Y(h)$ is the cumulative real GDP response under the paper's public investment shock normalization. The figure includes the EU27 benchmark, the three one-state Polish evaluations, and the equal weight Polish average.",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,235,"The estimated paths remain positive throughout the reported horizon. They rise strongly in the first two years, moderate in the middle horizons, and rise again by the eighth year. The sign matters for the scenario application: for an equal public investment cut, the same response paths imply a persistent output loss ra",4,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,237,"Table 4 reports selected horizons from the same paths, and Appendix B reports the full values at each horizon.",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,243,| Empirical path | $h=0$ | $h=2$ | $h=5$ | $h=8$ |,4,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,245,| EU27 panel benchmark | 1.16 | 2.24 | 1.83 | 2.23 |,4,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,246,| Polish evaluation based on investment import content | 1.38 | 2.27 | 1.28 | 1.80 |,4,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,247,| Polish evaluation based on household balance-sheet fragility | 1.18 | 2.37 | 1.76 | 2.24 |,4,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,248,| Polish evaluation based on public debt | 1.13 | 2.03 | 1.46 | 1.78 |,4,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,249,| Equal weight average across the three one-state Polish paths | 1.23 | 2.22 | 1.50 | 1.94 |,4,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,251,"The selected horizons show that the EU27 benchmark and the equal weight Polish average remain close in the eighth year, while the three one-state Polish evaluations differ in magnitude. In the eighth year, the investment import content response is 1.80, the household balance-sheet-fragility response is 2.24, and the pu",3,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,253,"The main implication is persistence over the observed local projection horizon. The estimated response extends beyond the impact year: cumulative output responses remain positive through the eighth year, and the later values are still economically material. For an expansion, persistence raises output during the years i",4,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,259,"Polish public investment sits at the intersection of national development planning, EU fiscal surveillance, and discretionary political decisions about project implementation. Poland's medium term fiscal structural plan is organised around a defined net expenditure path extending to 2028. Official Polish documents indi",5,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,261,"Centralny Port Komunikacyjny illustrates how an investment programme that remains active in official planning can undergo substantive revisions to its timeline, total funding envelope, and annual State Treasury engagement. The active programme covering 2024-2032 sets commitments for airport development, high speed rail",15,add_non_model_source_ledger_entry|rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth|source_ledger_required,non_model_literature_source_ledger_required|paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,263,"The Polish Nuclear Power Programme provides a similar example: continuity in the stated objective, alongside delay and phased preparatory work. The 2025 programme update maintains the original objective of constructing two nuclear power plants with an aggregate capacity of approximately 6 to 9 GWe, but shifts the timet",25,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,265,"Fiscal policy is evaluated here as a path rather than as a sequence of independent annual shocks. Three aspects of the literature support this perspective. First, cumulative and present value multipliers compare output responses with spending responses over a horizon, rather than only an impact coefficient (Ilzetzki, M",12,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,267,"Let $\sigma=1$ denote the expansion case, and let $\sigma=-1$ denote the cut case. The programmed annual action vector is",2,add_non_model_source_ledger_entry,source_ledger_required,non_model_literature_source_ledger_required,True
manuscript_imrad.qmd,272,"\sigma, & s=0,1,2,\\",3,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,273,"0, & s \geq 3,",2,manual_line_review_required,manual_review_required,manual_source_mapping_required,True
manuscript_imrad.qmd,277,"where $s=0,1,2$ correspond to 2028, 2029, and 2030. A single 2028 action generates the spending path $P_G^{(1)}(h)=\sigma K_G(h)$ and the output path $P_Y^{(1)}(h)=\sigma K_Y(h)$. The three year programme then adds the delayed responses from the three programmed actions:",9,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,280,"P_G^{(3)}(h)=\sum_{s=0}^{\min(h,2)} a_s K_G(h-s),",3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,282,"P_Y^{(3)}(h)=\sum_{s=0}^{\min(h,2)} a_s K_Y(h-s).",3,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,285,"The 2031 spending effect is therefore $a_0K_G(3)+a_1K_G(2)+a_2K_G(1)$, with $a_3=0$. The nonzero value after 2030 is not a fourth annual fiscal action. It is the continuing dynamic response to the three actions already introduced. The one percentage point figure is the annual policy scale inside a multiannual investmen",6,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
manuscript_imrad.qmd,289,"The first debt calculation applies the medium term debt equation from the Debt Sustainability Monitor framework. In this method, the debt-to-GDP ratio is carried forward by the interest and growth term, the primary balance, and stock flow adjustments (European Commission, 2026). In practice, the public investment actio",1,rewrite_or_verify_result_claim_from_notebook,candidate_not_paper_truth,paper_number_ledger_r788.csv,True
